Timestamp (s),filtered_x,filtered_y,filtered_z
0,0.00361124994958833,0.0059601807516253,-0.00231193981386363
0.1,0.0146054808373985,-0.00779246668730613,0.00248043605224957
0.2,0.0076236379826579,-0.00259030743426487,-0.000515545319263367
0.3,0.00551904357796363,0.000248230797736433,-0.00126963401170267
0.4,0.00514572860490993,0.0030875458483462,-0.00214719620186413
0.5,0.0033215352987639,0.00790987474145383,-0.00314525602998767
0.6,0.0052159905019994,-0.00199663817257383,-0.0038113867010009
0.7,0.0143729347926011,-0.00818563456333373,-0.00440122767375673
0.8,0.0136962735847488,-0.000773629959319134,-0.0034531463619891
0.9,0.0208055392601167,0.00566588079056263,-0.00283449551541557
1,0.0157519403579503,-0.00340337090563647,-0.00460618815844963
1.1,0.0159533258875066,-0.00950302552388997,-0.00847286392780137
1.2,0.0182488629720992,-0.0246717040678288,-0.0118324619302088
1.3,0.0205237221046315,-0.0119054447000745,-0.0111443367253049
1.4,0.0246527824800443,-0.0169723873028074,-0.0096476626751428
1.5,0.0214243000246705,-0.0169886549077408,-0.002334877235077
1.6,-0.0000943574138044002,-0.0118076304202651,0.00435676750145403
1.7,0.0127742617028027,-0.0080286973682737,0.00458593190934563
1.8,0.0175155512026024,0.00259414847023153,0.0048098005671195
1.9,0.00858794977336333,-0.0056305349208984,0.0040638472799947
2,0.008178515028146,-0.011323169454963,0.00436051809644157
2.1,0.0087682109646766,-0.0142860367937869,0.00552743647774263
2.2,0.0060569019341565,-0.0180411737663447,0.00564120402677737
2.3,0.00706380742252407,-0.0126370272682301,0.00636034354584253
2.4,0.0095778767713786,-0.0173678425421342,0.00609947836716527
2.5,0.0095945779453493,-0.0107069730545171,0.00635857440292337
2.6,0.0108836355440112,-0.0109131728784216,0.0042798884438338
2.7,0.0129754841654937,-0.0153394965009488,0.000961875820926
2.8,0.0120316128472671,-0.0157446965757457,-0.00181767537443703
2.9,0.0097298901072771,-0.0181981389076854,-0.00201244098738073
3,0.00617418618761337,-0.0193074397165068,-0.0011829787257013
3.1,0.00490398037660293,-0.0198003796174956,-0.00138673414276307
3.2,-0.000275237838846933,-0.018987671918403,-0.0018446621780402
3.3,0.00893343427425697,-0.0149507083993994,-0.00221136986650883
3.4,0.0171534211036656,-0.0172151949056263,-0.000980889095314267
