Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.0016914601576144346,4.4209572043127666e-05,0.38378255908713244,0.024424103593499336,[0.00244141],0.006860802395341576
Y,-0.012561006409752783,3.775361367265097e-05,0.4479169613451407,-0.4562445796277972,[0.00097656],0.013983293449631293
Z,0.00499222774817653,1.5072803689122857e-05,0.9203432310242323,1.6877235415560516,[0.00048828],0.0063241712167513755
