Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.0021323482170055247,5.821187215563991e-05,-1.0900976942826228,0.04824317467502093,[0.00537109],0.007922043995977715
Y,0.0034268981330161053,5.738208105531643e-05,-1.1655538376515606,1.7371173860896931,[0.00341797],0.00831418738478907
Z,0.012230439884002749,7.552116549045452e-05,-0.04719408433217108,-0.5577748120377577,[0.00048828],0.015003493768008158
