Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.010315351903920982,0.001961536645274099,0.33531894486742975,0.569873586253812,[0.00585938],0.04547464271630757
Y,-0.05355472704289401,0.0006865705224071782,-0.8400724864047341,0.015333280194459675,[0.],0.05962113141366962
Z,-0.011793629433192992,0.0019277776661463983,-1.3634321738450068,0.7123416910215332,[0.00341797],0.04546281295029901
