Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.010885887151891038,3.7233356723997036e-05,0.2932396441831129,-0.5994211605545439,[0.00195312],0.012479418889022976
Y,-0.009702953938127581,7.04984271818888e-05,0.4892319198602151,-0.7668068036428433,[0.00341797],0.012831435707173003
Z,-0.0006708247474044999,2.4001068136672993e-05,-0.3956435452363261,-0.38912168419900217,[0.00195312],0.004944802723911572
