Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.03161546169200153,0.0005844413250498692,0.044299561140549816,2.06633133780562,[0.00146484],0.03979923043286498
Y,0.009919954518425223,0.0007523320949576112,-0.17369673392705823,-0.9841651049099776,[0.00292969],0.029167406340043955
Z,-0.013387259759528305,0.001866865446119286,0.3620519482431467,-0.5966581159608819,[0.00439453],0.0452336619122128
