Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.005125809894705216,5.989622740974665e-06,-1.1010280572746765,4.522299972815101,[0.],0.005680101215439086
Y,0.007427477562302668,2.303477091489332e-05,-1.5239365779810228,2.9400155446089133,[0.00146484],0.0088432004304665
Z,-0.001298134917482987,9.411266297302613e-07,-1.9469546568414766,4.019637776134952,[0.],0.0016205804187755767
