Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.014976562631482233,0.0002083174265380632,-0.2410845909317631,-1.3887845812672703,[0.00439453],0.020799395539120198
Y,-0.0072996482866435715,9.485872976320731e-05,0.5272531393052808,-0.3675030363226037,[0.00244141],0.012171425342658342
Z,-0.007797555000978517,0.00010261928125709117,-0.4957300386934029,-1.509190756227312,[0.00048828],0.012783628015957609
