Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.011565041166530366,0.0005610138069594114,-1.3854597623606997,6.620941241413343,[0.00390625],0.02635837597696325
Y,-0.018606663126527444,0.00022999194716177645,0.1580741998797033,-0.522483236367687,[0.00439453],0.024004163386084767
Z,-0.008072205530213565,0.0007595329374648157,-2.3773349144711564,6.141747781339362,[0.00537109],0.028717476205036303
