Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.0076872809846153835,0.00021705038088187074,-0.990936357071931,0.9133709961510115,[0.00488281],0.01661760120529735
Y,0.0008772845692307692,0.0003491060303440355,0.5782872669137026,1.5010688242315418,[0.00439453],0.018704963473886976
Z,0.020023435729146034,0.0008677088886384838,2.3817559402166992,7.235265290014398,[0.00244141],0.035618069389534934
