Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.0017878637364129714,2.6946678248147466e-06,-1.837871296643643,4.137984529819671,[0.00292969],0.002427163893270353
Y,-0.005791086920643489,5.838389609006723e-06,0.8867020680924349,2.828830059807247,[0.00048828],0.006274956360920354
Z,0.001522292702297149,1.2269514395561328e-06,1.3088451486962895,0.5364709460000099,[0.],0.0018826381784674637
