Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,-0.035165152138800455,0.0023664067910518258,-1.8177254144156474,3.1089740038781404,[0.00634766],0.060024950778795376
Y,0.019443632129614266,0.008370916915969749,-1.0808469590753909,1.3241536715347557,[0.00244141],0.09353593826097814
Z,-0.0021490793508304254,0.002654614977169756,-0.1912929594257681,-1.1751361554276978,[0.00244141],0.051567756585156214
