Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.011324844622791659,7.109322803908656e-05,-0.1292415622283453,-1.3058087834525731,[0.00488281],0.01411897070502874
Y,-0.033201235396519015,0.00044283577036823506,0.37087210420037353,-1.1923256926583894,[0.00292969],0.039308495293298905
Z,-0.004422463542100222,6.76688018002125e-05,-0.543480921741599,-0.8233786653988533,[0.00195312],0.009339538831303083
