Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.001222927293789226,8.625826055290923e-06,5.230274938443478,39.060868172365886,[0.00488281],0.0031814111996385447
Y,0.00010347744777815247,2.8761733074660753e-05,1.9795667899787512,4.443225937393544,[0.00195312],0.005363994841240942
Z,-0.0003043652112710896,1.8959273069471439e-06,-1.6429546975780793,2.145762704223012,[0.00048828],0.001410165057282033
