Axis,Mean,Variance,Skewness,Kurtosis,Zero_Crossing_Rate,Energy
X,0.0029573207332522036,0.00010921178267424625,-0.5418425493375333,-0.4381263296211273,[0.00439453],0.010860825410325386
Y,0.011258836865384616,0.00013481829615688724,-0.6503135191264031,-0.11087129000953633,[0.00146484],0.016173425849776876
Z,0.007100671903846154,7.265891459647402e-05,0.3222302769577205,-1.4512680208849846,[0.00341797],0.011094073015919094
