Timestamp (s),X,Y,Z
0,-0.043304443,-0.045043945,-0.038848877
0.1,0.05470276,-0.052505493,0.04850769
0.2,-0.0049591064,-0.0077667236,0.103897095
0.3,0.029129028,0.00289917,0.14224243
0.4,0.046173096,0.13925171,0.14756775
0.5,0.05256653,0.054031372,0.082595825
0.6,-0.008148193,0.105163574,0.080459595
0.7,-0.033721924,0.08917236,0.09963989
0.8,-0.06034851,0.15522766,0.043182373
0.9,-0.07420349,0.08065796,-0.003692627
1,-0.1530304,0.031661987,-0.04310608
1.1,0.046173096,0.022064209,-0.08465576
1.2,-0.16688538,-0.2836609,-0.13046265
1.3,0.43074036,-0.4658203,-0.1187439
1.4,-0.19458008,-0.02267456,-0.18798828
1.5,0.17933655,-0.068481445,-0.1464386
1.6,-0.35009766,0.13497925,0.02720642
1.7,-0.1572876,0.2489624,-0.004760742
1.8,-0.2787323,-0.15156555,0.018676758
1.9,0.008895874,-0.12174988,0.028259277
2,-0.023071289,0.08065796,-0.028198242
2.1,-0.15089417,-0.056762695,-0.028198242
2.2,-0.33200073,0.21168518,0.08366394
2.3,0.08772278,-0.21334839,-0.042037964
2.4,0.29864502,0.46202087,-0.018600464
2.5,0.123931885,0.15202332,-0.026062012
2.6,0.15376282,-0.10896301,-0.029266357
2.7,0.17826843,-0.21974182,0.057022095
2.8,-0.009216309,-0.0077667236,0.1273346
2.9,-0.018814087,0.03804016,0.14118958
3,-0.015609741,0.058288574,0.06022644
3.1,0.05682373,0.039108276,0.10070801
3.2,0.004623413,-0.08659363,0.0005645752
3.3,-0.024139404,0.023132324,0.021865845
3.4,0.02166748,-0.037582397,0.04425049
3.5,0.028060913,-0.066345215,0.049575806
3.6,-0.007095337,-0.026931763,0.03678894
3.7,0.0035705566,-0.10256958,0.021865845
3.8,0.06642151,-0.17500305,-0.009017944
3.9,0.04084778,-0.21655273,-0.017547607
4,0.05256653,-0.20483398,0.015487671
4.1,0.00036621094,-0.12174988,0.021865845
4.2,0.0014343262,-0.0887146,0.0005645752
4.3,0.060028076,-0.023742676,0.019744873
4.4,0.07067871,0.10835266,-0.009017944
4.5,-0.029464722,0.114746094,-0.02394104
4.6,0.03338623,0.12860107,-0.04310608
4.7,0.05895996,0.05935669,-0.02394104
4.8,-0.03691101,0.093444824,-0.0068969727
4.9,-0.045440674,0.07426453,-0.011154175
5,-0.009216309,0.06254578,0.0048217773
5.1,-0.0038909912,0.081726074,-0.01966858
5.2,-0.045440674,-0.023742676,-0.003692627
5.3,0.0067596436,-0.017349243,0.020812988
5.4,0.015289307,0.022064209,-0.0026245117
5.5,-0.0007019043,0.067871094,-0.01008606
5.6,0.029129028,0.054031372,-0.02180481
5.7,0.004623413,0.007156372,-0.007949829
5.8,-0.053955078,0.041244507,0.006958008
5.9,-0.051834106,0.095565796,-0.0132751465
6,-0.04437256,0.072128296,-0.003692627
6.1,0.028060913,0.013549805,-0.0068969727
6.2,-0.024139404,0.12220764,-0.011154175
6.3,0.025939941,0.10089111,-0.026062012
6.4,-0.047561646,0.08811951,-0.01008606
6.5,-0.16900635,0.23298645,-0.00050354004
