Timestamp (s),X,Y,Z
0,-0.0007019043,-0.02267456,-0.00050354004
0.1,-0.0007019043,-0.0066986084,0.0027008057
0.2,0.0014343262,-0.0024261475,-0.00050354004
0.3,-0.0038909912,0.010345459,-0.0026245117
0.4,-0.002822876,0.00289917,-0.0015563965
0.5,0.0067596436,0.012481689,-0.0015563965
0.6,0.013153076,0.01461792,-0.0058288574
0.7,-0.0049591064,0.015670776,-0.0068969727
0.8,0.008895874,-0.001373291,-0.0132751465
0.9,0.046173096,0.032714844,-0.007949829
1,-0.16581726,-0.039718628,0.008026123
1.1,0.15908813,-0.06315613,0.0058898926
1.2,-0.04437256,0.036987305,0.0048217773
1.3,-0.08592224,-0.13879395,-0.0068969727
1.4,0.05256653,0.116882324,-0.009017944
1.5,-0.108291626,0.21594238,0.006958008
1.6,0.47122192,-0.056762695,0.020812988
1.7,-0.29258728,0.02420044,0.106033325
1.8,-0.29470825,0.15309143,0.03678894
1.9,-0.24783325,0.22340393,0.07406616
2,0.171875,-0.11747742,0.08685303
2.1,-0.03479004,0.2681427,0.1081543
2.2,-0.012420654,-0.17713928,-0.088912964
2.3,0.2688141,-0.16542053,-0.21781921
2.4,-0.18818665,0.17120361,-0.11021423
2.5,0.19744873,-0.17926025,-0.011154175
2.6,-0.06994629,0.23831177,0.029327393
2.7,0.015289307,0.28411865,0.080459595
2.8,0.11328125,-0.054626465,-0.07080078
2.9,-0.3852539,-0.058898926,-0.034591675
3,0.8643036,0.02633667,-0.039916992
3.1,0.2038269,-0.13345337,0.16674805
3.2,-0.16261292,0.06254578,0.08792114
3.3,-0.1253357,0.008224487,0.09643555
3.4,-0.035858154,-0.050369263,0.06341553
3.5,0.07600403,-0.04397583,0.11242676
3.6,0.020614624,0.052963257,0.17100525
3.7,0.007827759,0.041244507,0.101760864
3.8,0.07600403,0.042312622,0.0847168
3.9,0.024871826,0.017807007,0.045303345
4,-0.02519226,0.023132324,-0.01222229
4.1,-0.042236328,-0.052505493,-0.02180481
4.2,0.026992798,0.015670776,-0.03564453
4.3,-0.019866943,0.006088257,-0.034591675
4.4,0.03552246,-0.061019897,-0.038848877
4.5,-0.02519226,-0.049301147,-0.032455444
4.6,0.05470276,-0.07487488,-0.0132751465
4.7,-0.0049591064,-0.07380676,-0.003692627
4.8,0.03765869,-0.059951782,0.0027008057
4.9,0.017410278,-0.06422424,0.020812988
5,-0.029464722,-0.012023926,0.012283325
5.1,-0.040115356,0.3650818,0.014419556
