Timestamp (s),X,Y,Z
0,0.008590698,-0.0044555664,0.000289917
0.1,-0.023376465,-0.0012512207,0.007751465
0.2,0.011779785,-0.006576538,-0.013549805
0.3,-0.0574646,0.032836914,-0.008224487
0.4,-0.02017212,0.09036255,-0.00289917
0.5,-0.027633667,0.107406616,-0.0061035156
0.6,-0.025497437,-0.030014038,-0.015686035
0.7,0.21844482,-0.0854187,0.00881958
0.8,0.1108551,0.0030059814,0.016281128
0.9,0.11299133,-0.026824951,0.000289917
1,0.04586792,-0.047058105,-0.07107544
1.1,-0.007385254,0.05307007,-0.0796051
1.2,-0.15866089,-0.15252686,-0.12008667
1.3,0.16731262,0.33110046,0.00881958
1.4,0.030960083,-0.14613342,0.10255432
1.5,-0.07237244,-0.047058105,0.13664246
1.6,0.2131195,-0.21217346,0.15475464
1.7,0.22058105,0.1020813,-0.054031372
1.8,0.06930542,0.13189697,0.0056152344
1.9,-0.11071777,-0.07369995,0.052490234
2,-0.10432434,0.16812134,0.03225708
2.1,-0.11924744,-0.105651855,0.03437805
2.2,-0.042541504,0.070114136,0.054626465
2.3,-0.048934937,0.40034485,0.009887695
2.4,-0.1362915,0.052001953,-0.052963257
2.5,0.0021972656,0.22564697,-0.07321167
2.6,-0.026565552,-0.070495605,-0.074279785
2.7,0.06930542,-0.26011658,-0.095581055
2.8,-0.093673706,0.016845703,-0.0050354004
2.9,-0.0574646,-0.29101562,0.042907715
3,-0.35466003,-0.11843872,0.12173462
3.1,-0.0340271,-0.05770874,0.06314087
3.2,-0.57092285,0.1659851,0.09403992
3.3,0.95028687,0.35028076,-0.00076293945
3.4,0.8629303,-0.06730652,0.18991089
3.5,0.92259216,0.1425476,0.03012085
3.6,0.1811676,0.016845703,0.016281128
3.7,0.41871643,-0.05770874,-0.043380737
3.8,-0.20872498,0.018981934,-0.10942078
3.9,0.3153839,-0.4390869,-0.13392639
4,0.17156982,0.24375916,-0.0284729
4.1,-0.09899902,0.058395386,0.05142212
4.2,0.061843872,0.0030059814,0.099365234
4.3,-0.023376465,0.0871582,0.11854553
4.4,-0.051071167,-0.03215027,0.075927734
4.5,-0.056396484,0.114852905,0.1164093
