Timestamp (s),X,Y,Z
0,0.032226562,0.008880615,-0.19110107
0.1,-0.1296997,-0.1722107,-0.0206604
0.2,0.08015442,-0.18818665,-0.10269165
0.3,0.13342285,0.07173157,-0.10801697
0.4,-0.001876831,-0.004959106,-0.12399292
0.5,-0.31825256,-0.29151917,-0.024932861
0.6,-0.31718445,-0.16156006,-0.12719727
0.7,0.0513916,0.3210144,0.07946777
0.8,0.03541565,-0.035858154,-0.32958984
0.9,-0.05619812,0.104766846,0.05496216
1,0.13235474,0.28585815,0.18919373
1.1,-0.012527466,0.13246155,-0.16766357
1.2,0.010910034,0.07066345,-0.18791199
1.3,0.026885986,0.077056885,-0.17938232
1.4,0.11317444,0.13671875,-0.08883667
1.5,0.13449097,0.08665466,-0.33384705
1.6,0.1302185,0.06640625,-0.12187195
1.7,0.095062256,-0.059295654,0.121017456
1.8,-0.14567566,-0.14984131,0.18386841
1.9,-0.08709717,-0.18818665,0.10397339
2,0.07589722,0.1803894,0.06135559
2.1,-0.005065918,-0.18605042,-0.15168762
2.2,0.14086914,0.007827759,0.007034302
2.3,0.0705719,0.22193909,0.20730591
2.4,-0.08389282,-0.1956482,0.06135559
2.5,0.20159912,-0.06568909,0.030471802
2.6,-0.102005005,-0.16581726,0.22114563
2.7,0.20585632,0.011016846,0.036865234
2.8,-0.24368286,-0.104034424,0.5769501
2.9,0.6010742,0.20489502,0.466156
3,-0.001876831,0.2464447,0.16575623
3.1,0.33581543,0.21875,-0.24650574
3.2,0.5957489,0.24324036,-0.19537354
3.3,-1.5230713,0.38279724,1.0392761
3.4,1.602417,-0.106170654,0.01449585
3.5,0.6170502,0.68000793,0.67282104
3.6,-0.81785583,-0.33839417,-0.16021729
3.7,-0.13609314,-0.17860413,-0.4627533
3.8,-0.041290283,0.11114502,-0.58525085
3.9,-0.10093689,-0.16900635,-0.31575012
4,0.06524658,-0.15942383,-0.36154175
4.1,0.055648804,0.05682373,0.031539917
4.2,-0.06578064,-0.11254883,0.19558716
4.3,-0.2735138,-0.096572876,0.29039
4.4,-0.0231781,-0.15409851,0.18812561
4.5,0.06843567,-0.03265381,0.06774902
4.6,0.08973694,0.03338623,0.03366089
4.7,0.095062256,0.13778687,0.25204468
4.8,0.024765015,-0.13812256,0.074142456
4.9,0.06097412,0.17080688,0.034729004
5,0.16004944,0.009948731,0.17428589
5.1,0.06417847,0.065338135,0.25950623
5.2,-0.12223816,0.07493591,0.3873291
5.3,-0.31718445,0.102630615,0.5311432
5.4,-0.12863159,0.005691528,0.15296936
5.5,0.21438599,0.08665466,-0.08244324
5.6,0.15472412,0.07279968,-0.113342285
5.7,-0.029571533,-0.07420349,0.010223389
5.8,-0.30014038,-0.01348877,0.10183716
5.9,-0.16592407,0.012084961,0.23606873
6,-0.13502502,-0.13066101,0.10823059
6.1,-0.113723755,-0.07846069,0.2062378
6.2,0.000259399,0.11541748,0.085861206
6.3,-0.050872803,-0.009231567,-0.049423218
6.4,-0.20959473,-0.073135376,0.031539917
6.5,-0.15206909,-0.04864502,-0.036636353
6.6,0.005584717,-0.07420349,-0.09736633
6.7,0.003463745,0.041915894,-0.021728516
6.8,-0.16911316,0.023803711,0.10610962
