X,Y,Z
-0.043304443,-0.045043945,-0.038848877
0.05470276,-0.052505493,0.04850769
-0.0049591064,-0.0077667236,0.103897095
0.029129028,0.00289917,0.14224243
0.046173096,0.13925171,0.14756775
0.05256653,0.054031372,0.082595825
-0.008148193,0.105163574,0.080459595
-0.033721924,0.08917236,0.09963989
-0.06034851,0.15522766,0.043182373
-0.07420349,0.08065796,-0.003692627
-0.1530304,0.031661987,-0.04310608
0.046173096,0.022064209,-0.08465576
-0.16688538,-0.2836609,-0.13046265
0.43074036,-0.4658203,-0.1187439
-0.19458008,-0.02267456,-0.18798828
0.17933655,-0.068481445,-0.1464386
-0.35009766,0.13497925,0.02720642
-0.1572876,0.2489624,-0.004760742
-0.2787323,-0.15156555,0.018676758
0.008895874,-0.12174988,0.028259277
-0.023071289,0.08065796,-0.028198242
-0.15089417,-0.056762695,-0.028198242
-0.33200073,0.21168518,0.08366394
0.08772278,-0.21334839,-0.042037964
0.29864502,0.46202087,-0.018600464
0.123931885,0.15202332,-0.026062012
0.15376282,-0.10896301,-0.029266357
0.17826843,-0.21974182,0.057022095
-0.009216309,-0.0077667236,0.1273346
-0.018814087,0.03804016,0.14118958
-0.015609741,0.058288574,0.06022644
0.05682373,0.039108276,0.10070801
0.004623413,-0.08659363,5.645752E-4
-0.024139404,0.023132324,0.021865845
0.02166748,-0.037582397,0.04425049
0.028060913,-0.066345215,0.049575806
-0.007095337,-0.026931763,0.03678894
0.0035705566,-0.10256958,0.021865845
0.06642151,-0.17500305,-0.009017944
0.04084778,-0.21655273,-0.017547607
0.05256653,-0.20483398,0.015487671
3.6621094E-4,-0.12174988,0.021865845
0.0014343262,-0.0887146,5.645752E-4
0.060028076,-0.023742676,0.019744873
0.07067871,0.10835266,-0.009017944
-0.029464722,0.114746094,-0.02394104
0.03338623,0.12860107,-0.04310608
0.05895996,0.05935669,-0.02394104
-0.03691101,0.093444824,-0.0068969727
-0.045440674,0.07426453,-0.011154175
-0.009216309,0.06254578,0.0048217773
-0.0038909912,0.081726074,-0.01966858
-0.045440674,-0.023742676,-0.003692627
0.0067596436,-0.017349243,0.020812988
0.015289307,0.022064209,-0.0026245117
-7.019043E-4,0.067871094,-0.01008606
0.029129028,0.054031372,-0.02180481
0.004623413,0.007156372,-0.007949829
-0.053955078,0.041244507,0.006958008
-0.051834106,0.095565796,-0.0132751465
-0.04437256,0.072128296,-0.003692627
0.028060913,0.013549805,-0.0068969727
-0.024139404,0.12220764,-0.011154175
0.025939941,0.10089111,-0.026062012
-0.047561646,0.08811951,-0.01008606
-0.16900635,0.23298645,-5.0354004E-4

