X,Y,Z
-0.017715454,-0.0015869141,-0.006164551
-0.012390137,-0.027160645,-0.002960205
0.009979248,0.011184692,0.0023651123
0.0014648438,0.0069274902,-0.0050964355
0.0121154785,0.023971558,-0.002960205
3.9672852E-4,0.015457153,-0.007232666
-0.001739502,0.0069274902,0.0012969971
-0.001739502,-0.0026550293,-0.006164551
-0.015579224,0.014389038,-0.0040283203
-0.025161743,0.038879395,-0.006164551
-0.005996704,0.022903442,0.0023651123
-0.023040771,0.0037384033,2.2888184E-4
-0.0113220215,0.011184692,0.0023651123
-0.039016724,-0.007980347,-8.392334E-4
0.01637268,-0.031417847,0.00982666
-0.004928589,-0.021835327,0.004486084
-0.021972656,-0.023971558,0.0034332275
0.033416748,-0.031417847,0.0012969971
0.008926392,-0.010116577,2.2888184E-4
0.064315796,-0.025024414,0.0023651123
-0.001739502,0.009063721,2.2888184E-4
0.0036010742,-0.022903442,-0.002960205
-0.012390137,0.01864624,-0.0018920898
-0.027297974,0.029296875,-0.006164551
0.01637268,0.0037384033,-0.0040283203
-0.021972656,0.06977844,-0.008285522
-0.005996704,0.01651001,-0.0040283203
0.027023315,0.010131836,2.2888184E-4
0.007858276,0.002670288,-0.0040283203
-0.008117676,0.031433105,-0.009353638
-0.03794861,0.037826538,2.2888184E-4
-0.0027923584,0.025039673,-0.006164551
0.002532959,0.0069274902,-0.0050964355
0.027023315,-0.019699097,-0.002960205
-0.0027923584,0.02078247,-8.392334E-4
0.009979248,0.0016021729,-0.0018920898
-0.021972656,-5.340576E-4,0.0023651123
-0.009185791,-0.0154418945,-0.0018920898
-0.023040771,0.045272827,-8.392334E-4
0.006790161,0.009063721,0.008758545
-0.10505676,0.027175903,0.00982666
-0.020904541,0.050598145,-0.0018920898
-0.004928589,0.06764221,-0.002960205
-0.01878357,0.023971558,0.0023651123
-0.03475952,0.015457153,0.0034332275
-0.03048706,0.043151855,0.0034332275
0.011047363,-0.0015869141,-0.0040283203
-0.009185791,-0.01651001,0.0034332275
0.006790161,0.012252808,-0.002960205
-0.004928589,-0.0015869141,0.0023651123
0.006790161,-0.007980347,2.2888184E-4
0.023834229,-0.010116577,0.0023651123
0.02809143,-0.0047912598,-0.008285522
-0.060317993,0.10600281,0.005554199
0.083496094,-0.08148193,-0.002960205
0.025970459,-0.0015869141,2.2888184E-4
-0.04966736,0.049545288,0.0034332275
-0.043273926,0.12411499,-0.006164551
-0.015579224,-0.0026550293,-0.008285522
-0.03262329,-0.010116577,0.005554199
0.005722046,-0.025024414,0.0066223145
0.011047363,-0.012252808,-8.392334E-4
-0.004928589,-0.013305664,0.0023651123
0.008926392,-0.0154418945,-8.392334E-4
0.009979248,0.0047912598,2.2888184E-4
-0.029434204,-0.025024414,0.008758545
-0.008117676,0.0037384033,0.004486084
-0.050735474,0.085754395,2.2888184E-4
-0.04966736,0.08895874,0.0076904297
-0.04647827,0.09428406,-0.0050964355
0.023834229,0.048477173,-0.008285522
0.025970459,-0.01651001,-0.002960205
0.014251709,0.01651001,-0.0050964355
-0.0027923584,-0.021835327,-0.006164551
-0.025161743,0.02078247,-0.0018920898
-0.001739502,-0.013305664,0.005554199
-0.005996704,-0.0026550293,0.0034332275
0.006790161,0.01651001,-0.0040283203
-0.012390137,0.02822876,-0.006164551
3.9672852E-4,0.0016021729,-0.002960205
0.011047363,0.01651001,2.2888184E-4
-0.013442993,0.017578125,-8.392334E-4
0.009979248,0.011184692,-0.0018920898
-0.016647339,0.02078247,2.2888184E-4
-0.0070648193,0.013320923,-8.392334E-4
-0.013442993,0.02078247,-0.0040283203
-6.713867E-4,5.340576E-4,0.0023651123
-0.0113220215,0.012252808,-8.392334E-4
0.019577026,-0.0037231445,-8.392334E-4
-0.004928589,0.0079956055,0.0012969971
-0.017715454,0.03036499,2.2888184E-4
-0.004928589,0.021835327,0.0066223145
0.008926392,0.009063721,0.0034332275

