filtered_x,filtered_y,filtered_z
-0.24089488262952152,-0.5032491847674112,-0.12918657198661831
-0.15445763510405044,-0.22739829674781914,-0.31897789578918806
-0.1114124761506412,-0.19824982489263024,-0.27290996521321725
-0.007749936022797041,-0.10716381105098094,-0.20980286235854717
0.007407369397261736,-0.04656306588631227,-0.19275724631188568
0.01182799207546869,-0.03851439039394026,-0.1341038909358952
-0.005278660334919836,-0.043849047294467924,-0.1505567813027546
0.0022567700833546903,-0.04062065251829292,-0.16861548611304672
0.006144353334658691,-0.035637240602443755,-0.1608853891903687
0.0002705415517359859,-0.03904405990898559,-0.1449521952433138
-0.00030850424036228316,-0.04491992200565459,-0.149702612344518
0.004777888667836385,-0.03541401030919363,-0.1356323181996879
0.0054942152306481,-0.03250610512685728,-0.1270571395828767
0.001169129131110276,-0.024840918434747394,-0.10540724583888222
-0.014375924393892927,-0.01484970008259369,-0.09322141839074805
-0.018727583196935037,-0.021432608843117186,-0.09634833013364841
-0.027537223473117982,-0.033596367003897655,-0.09929912431900294
-0.0288393852307293,-0.03841840357286217,-0.09312799465919225
-0.020982405473886172,-0.034955402482856515,-0.0918296192389823
-0.01465376087452401,-0.03408855868597158,-0.0926987815937726
-0.010098662704069096,-0.031102561674319396,-0.08969879707752687
-0.007176049291288773,-0.02980426616256572,-0.08921903364277357
-0.006520461628332852,-0.02763310661406976,-0.08896784965191457
-0.0054689044131216846,-0.02393052980935465,-0.08932264103580825
-0.01168419050938032,-0.024631421535294726,-0.0859276501018959
-0.007840282867993185,-0.0202766975880435,-0.0833736842054525
-0.006649756384393567,-0.017969252764282434,-0.08068484387595597
-0.0063977970731435045,-0.02002009070012141,-0.0868096099791942
-0.008756027708050099,-0.017835025803462752,-0.08481450895211373
-0.006482287882704762,-0.016958116202998093,-0.08542537939091494
-0.007705926524591093,-0.013983998148309567,-0.08299727234730547
-0.0032694637496427665,-0.008382621017388556,-0.08092392805456856
-0.0029259326373433296,-0.010905986505998295,-0.07970654811607583
-0.0022459288827754043,-0.009364941942278746,-0.0750614037928555
-0.00015368189596739242,-0.008761620355302245,-0.07058158358184854
0.006894579001259461,0.005082733144693534,-0.06720595324978205
0.014708802162991853,0.007437023033063728,-0.07281883544787926
0.006795638059632507,0.0014813392683262795,-0.07261512820965271
0.005449283784055996,0.0021654577119588486,-0.06776554698497748
0.0021581067216368014,-0.0007296926362121625,-0.06505110367991117
0.0068340589202976875,0.004077403488850903,-0.061018392797802204
0.00779161182984298,0.0060156858234005255,-0.05917730894425991
0.009098382538522017,0.0054055825968854975,-0.057917076372934605
0.0062182954617119625,0.002308738361063372,-0.05804615836439937
0.006002342075399728,0.0028914467021171446,-0.056132686744596386
0.006954864877704853,0.0018460390289752181,-0.05582925401310091
0.008085909092168863,0.00282927363994281,-0.05464250394646881
0.007459630965800329,0.0019419491409109532,-0.05383670078149337
0.008913480747919677,0.003776099850728518,-0.052525348847871856
0.007854453582113934,0.0027153241848033582,-0.05245848820954723
0.006609775668851847,0.0028912683962512603,-0.05131045133194864
0.006943775560337735,0.003504824701937973,-0.05071593180652954
0.007331391110805876,0.002434693331088902,-0.05049276859697562
0.005832676908512203,0.0017902067762881795,-0.048727812796261406
0.006251630882677083,0.002376447038829133,-0.0471517663312125
0.005089675686050179,0.0009374337851425431,-0.04656980597628428
0.004193306518163352,-0.002861907696968198,-0.04611035015589136
0.0041794036686244145,-0.0049521505883520145,-0.042600688891782985
0.0037853551350430486,-0.004551894704106487,-0.040025744303364946
0.002258045300351165,-0.0077204264954837485,-0.040081457011973506
-0.0014248827061362204,-0.011023791580439857,-0.04017452791636369
-0.0029152439705900013,-0.008796652794715816,-0.03758878859102361
-0.0053872050921975586,-0.007112131564596528,-0.035822860953453856
-0.008537009357899595,-0.005083338903828146,-0.035405408454520386
-0.010221000051403598,-0.006380351804141937,-0.03618796436853675
-0.012351803767650878,-0.006099155582799,-0.036250866582301734
-0.013515542011364203,-0.00491899803783079,-0.035006015106348924
-0.013480921242299307,-0.005134970046701243,-0.03367051944743438
-0.014724552766950068,-0.00447560064681968,-0.031715269771217164
-0.013389096844657377,-0.004588926568979982,-0.03142773703690961
-0.014295795713570624,-0.007843721662083976,-0.030817889263028232
-0.013785662283326774,-0.011425920350174368,-0.031049523120319514
-0.01179020925572281,-0.012650829963169,-0.029010557424322552
-0.00876644201464709,-0.015547603074440275,-0.030463607179842537
-0.0050002052783813585,-0.016317064425591152,-0.026084172909311087
-0.004322816411149627,-0.019797918849287686,-0.025503553678981574
-0.004498211603943227,-0.016617814434615144,-0.02413355880482954
-0.009122846826313138,-0.013644318117456672,-0.02282919958817144
-0.010882217789393345,-0.010645106255490023,-0.01915492917963171
-0.007599757792115771,-0.009649296123911726,-0.02385857030940225
-0.009082995453437357,-0.011987781701057071,-0.02512609719501816
-0.015922334598395576,-0.01095694669060985,-0.02952310550508579
-0.021640735700601127,-0.01322320963807955,-0.02775661190941171
-0.022621979493668867,-0.011247186654190108,-0.02479209822826027
-0.022691337662671257,-0.010036103132823793,-0.025254541417902964
-0.022698299387861054,-0.010770952674126132,-0.024229047788062317
-0.023733494845158045,-0.013622591555631806,-0.02414826869978791
-0.019761356611705146,-0.014972110721398885,-0.02716240397243135
-0.013889514155324488,-0.015622212200068175,-0.025147863994984303
-0.021719180352602847,-0.016081275643013416,-0.020050634461882485
-0.022871808006891377,-0.01447159039936749,-0.017705596918715732
-0.02223301144116737,-0.013055318060528107,-0.017600030958832526
-0.017861228154198366,-0.0114060586103754,-0.01678514653893834
-0.0169954550241611,-0.010020362436724897,-0.0172992863912053
-0.01451210586101772,-0.013106586373919803,-0.013717202342283038
-0.01381559288144553,-0.01369592606211538,-0.012741251494407416
-0.011432580232870597,-0.015619724354382657,-0.014914963135576262
-0.012235681370989902,-0.018309874978544277,-0.016160045011582094
-0.011777335977789585,-0.01715402926537441,-0.015322930144257662
-0.01180090698345404,-0.013652264111237673,-0.016534748600743703
-0.011270123260587236,-0.014384201055811247,-0.01899849685712259
0.004226176348503908,-0.01411075632191234,-0.0185102714561012
-0.016367990446869474,-0.014582323308327556,-0.008958530812156442
-0.0070201544296239465,-0.017363223821770666,-0.017602555663083212
0.0013070989255773158,-0.01662192263355488,-0.026730650731677394
-0.015472092802964122,-0.021617330343526597,-0.02843573973038278
0.0011562535028007033,-0.017551749512977943,-0.02402535523489343
-0.011423329927443045,-0.006336270203218508,-0.01777920400450437
-0.0012025383181282871,-0.004495837882075792,-0.017123197306597965
0.0021808413435262606,-0.005243601570970951,-0.015193197444880565
-0.007933010762138752,-0.0030902708418404858,-0.010499534125683602
-0.0025135159909087067,6.473686759406313e-05,-0.013789673054323999
-0.0013940522811730532,-0.0008338051280961994,-0.007819789947497205
-0.0002670221871048581,-0.0016265878776189897,-0.006804837393005225
-0.0004551023627583124,-0.002419292006516672,-0.0057933915041150415
0.00348009553035859,-0.003186439775508427,-0.007781973013272499
0.007468218898650698,-0.0036967600917994395,-0.007281451932980863
0.008842576221733279,-0.0004567679195805062,-0.004763846982583106
0.008816331090068043,-0.000689591036561455,-0.005031003124399665
0.009833635458634062,0.0007732074803903332,-0.00565019738720647
0.011887036552371293,0.001478034370968401,-0.004954272803679389
0.012090185357797587,0.000984917441542599,-0.0029557142095437395
0.012000707961221262,0.002525616691007919,-0.0006226670822512734
0.011109873189116506,0.0007442054620588122,0.0007718105998479742
0.01307018952434603,0.003177294549523608,0.0034079863930601088
0.01137531510838969,0.0034683423362981878,0.003113980784377662
0.011655597270054722,0.0028856674797209814,0.00306024125516548
0.010594595564345168,0.003252563910271693,0.007612997196923566
0.005809440366744972,0.001910848527851112,0.010815273887847813
0.004970139687537151,0.0031111366601957093,0.011239215538046842
0.005234849782615663,0.0041469554948360115,0.009951658231772572
0.0068292389448061375,0.006623495429014683,0.010554234460901668
0.008388606775198756,0.006832459066256155,0.014563820699830265
-2.917548730923397e-07,0.006588209754773176,0.015231964332907997
0.004260837299624078,0.0017496957045200637,0.009982754798817533
0.006695695274939334,0.0023994640578155852,0.010759803120086352
0.0038594670489177437,0.0013144543274867969,0.012455241523293699
-0.0007909361199374657,0.0013158087146004165,0.01323652863523323
-0.004440840104015787,0.0010889412211990749,0.011593797640233357
-0.002795206303471241,0.000673569053608856,0.010057476157245851
-0.004051264979736152,0.0034059694758559137,0.010405874156851446
-0.002382014088514591,0.007698437158041641,0.015445472009396966
-0.0035415804057291767,0.007390567309565751,0.015113805859416723
-0.004851790620678525,0.010005354965913213,0.014739006318642557
