X,Y,Z
-0.006134033,0.011016846,-0.05368042
0.14833069,-0.16900635,-0.024932861
0.13768005,-0.02520752,-0.30508423
0.22503662,0.11647034,-0.4126892
0.11317444,-0.14984131,-0.2997589
-0.010391235,-0.1455841,-0.20281982
-0.25753784,0.1484375,-0.043029785
-0.34487915,-0.14770508,-0.099487305
0.0982666,0.20489502,0.19770813
0.12277222,0.014205933,0.1796112
-0.057266235,0.26028442,0.3127594
0.07801819,0.45204163,0.09651184
0.17602539,0.25283813,-0.12931824
0.011978149,0.17932129,0.19558716
-0.14674377,-0.35650635,0.686676
-0.16699219,0.041915894,0.5098419
-0.076431274,-0.17860413,0.22647095
0.15472412,-0.05609131,0.032592773
0.10784912,0.23472595,0.107162476
-0.17550659,-0.21801758,0.0059661865
-0.025299072,-0.09764099,-0.13571167
-0.1296997,0.028060913,0.08692932
0.15579224,0.20703125,0.11462402
-0.05406189,-0.051834106,-0.04623413
-8.087158E-4,0.062149048,-0.027053833
0.0023956299,0.12181091,0.05496216
0.21757507,-0.12640381,0.11248779
0.34327698,0.065338135,0.21582031
0.2740326,-0.23825073,0.24671936
0.18348694,0.049362183,0.16149902
0.0077209473,-0.030532837,0.06881714
-0.113723755,-0.17114258,0.019821167

