filtered_x,filtered_y,filtered_z
-0.02028033661830347,0.029851767137698746,-0.0006935819487045572
0.053330099617386814,-0.02453346495740605,0.005355459408369346
0.018961846863842065,-0.00912015004499243,0.0009740360340691027
0.02786853461211398,-0.0017422105099968322,-0.002569680748745222
0.02366705994099764,0.00524884197462434,-0.008277638515620777
0.018396405559180068,0.008376144141870798,-0.010890417553180171
0.02001767051943417,0.00010610964027962279,-0.011114840903691574
0.015969883706470882,-0.011656642553585634,-0.013656085503199933
0.008467993147521419,0.008613930198153662,-0.012353616356475618
0.024981860597854805,0.009008597050797852,-0.008664780959845755
0.014638957863534025,-0.0075219048262752525,-0.005061552718690077
0.020856812909345913,-0.01770052685371997,-0.0007268110445168337
0.03699747081250737,-0.04349230074577063,-0.0031822096851342727
0.03747899582844789,-0.01448728099611216,-0.00764596358003632
0.03626292966003788,-0.028166293220125524,-0.014929717179195562
0.03539703422691412,-0.02614809066107599,-0.007508520736079989
-0.02966271473548264,-0.02009146833371647,-0.0012030333915450516
-0.010408575116442942,-0.007805933996008889,0.002506661807738299
0.006275671029975824,-0.002157926702463,0.0067322030334286045
-0.008149433193179784,-0.007317143388123275,0.003993563816330527
-0.002738986273973053,-0.011171467781106361,0.00253633521757612
-0.0021695069072893303,-0.016636959596040623,0.0032651117622026506
-0.0035244915589703286,-0.016522588253400063,0.008104020744404479
-0.0009879903469734576,-0.009487502502615486,0.012814068267890678
0.0032958472843920626,-0.00984531420953365,0.015378028127287174
0.005378499460021087,-0.005298937600336743,0.01728882712364351
0.0057814326575823475,-0.0046640092915449325,0.013510700112648578
0.004640706017776722,-0.006521176480613736,0.007590051807763674
0.005381364033106741,-0.009341778709648215,0.00019221699695446282
0.0025060128994986277,-0.009247289115301502,-0.0014786602865769671
0.003201598593819224,-0.010676601776964846,-0.0018432448434308113
0.0035118805227190523,-0.014588033872320324,-0.00167155913028982
0.00323756094160164,-0.014870368106872606,-0.0022426833553204966
0.003205931841521779,-0.014748102553185219,-0.001615000145793519
0.0028924220028380405,-0.014821937233663514,-0.0010852566088559138
