time,filtered_x,filtered_y,filtered_z
0.0,0.00130393409447369,0.0035927545388351,0.0053544526858174
0.1,0.000348717466868897,0.00122783357351348,0.00409073785633273
0.2,-0.00136379470789458,0.0024513808932256,0.00467121574710178
0.3,-0.00224102589989648,0.00177880012600471,0.00392983657321292
0.4,-0.000684645874008794,0.000325084773210632,0.00431440275112217
0.5,-0.000161675413780945,-0.00117546702657111,0.0038743594696274
0.6,-0.000536995132572963,-0.00270546840727083,0.00461053973063185
0.7,-0.000293184645860324,-0.00491101379074601,0.00463666532149756
0.8,-0.00057181774156529,-0.00569446618508608,0.00500999746107918
0.9,-0.00058473507406441,-0.00590023716076796,0.00552161600883245
1.0,-0.000209049829186468,-0.00539438049177392,0.0044954051633476
1.1,0.000192039467627927,-0.00426402891354903,0.00434645530853025
1.2,0.000613978480085788,-0.00404224191884914,0.00381161961286671
1.3,0.000596302113454354,-0.00407934975010693,0.00365616925961528
1.4,0.000438518537523198,-0.00382769221471365,0.00337880467637536
1.5,0.000167497385069805,-0.00267302312208795,0.00260278583899347
1.6,0.000305257679659414,-0.0014016955009984,0.00235739657886221
1.7,0.000189453974133998,-0.00110294946332938,0.00213900081677593
1.8,0.000650389430365241,-0.00100416553664228,0.00216874390169402
1.9,0.000314036301647058,-0.00161303518362841,0.00235617919594308
2.0,0.00011200402022595,-0.00139624442372695,0.00252595791454369
2.1,0.000172743442641081,-0.00178628991442392,0.00224031402100076
2.2,0.000649971181268532,-0.00345561790442406,0.00160384311203442
2.3,0.000998316971370616,-0.00359261710406401,0.00210011695974982
2.4,-0.00041217476804166,-0.00250693026523577,0.0024704128758366
2.5,0.00416213960012509,-0.00475479871423257,0.0034795542044248
2.6,0.00148551547321633,-0.00535062593440891,0.00421395668480082
2.7,0.00109522463455227,-0.00528292518250106,0.00481931606714107
2.8,-0.00257600474079895,-0.00544537873731457,0.00560911984887449
2.9,-0.00487807953051018,-0.00570666883505778,0.00638308652513229
3.0,-0.00509261027454727,-0.00803394423294215,0.00791994431221514
3.1,-0.00505395912022874,-0.00812792869582552,0.00936242227287103
3.2,-0.00438517304859846,-0.00611869773247633,0.0112852072856833
3.3,-0.00229731920061378,-0.00649262573243336,0.0131615222131525
3.4,-0.00319590210491985,-0.00605698427474625,0.0154061001288859
3.5,0.000778661389085932,-0.00358656072674213,0.0178969435897224
3.6,-0.00447685977719239,-0.00304484987519236,0.0195070357165425
3.7,0.000920390233574353,0.00170982417797093,0.021999500508513
3.8,0.00547608742814173,0.000284622208148741,0.0233388503167876
3.9,0.00405793878836633,0.00688661282267807,0.023021082000762
4.0,-0.000269622100441282,0.0155506518623697,0.0213532196795948
4.1,-0.000734910189647617,0.00991429762286722,0.018960640300648
4.2,0.0053648935516495,-0.00164433532571543,0.0174618168695425
4.3,-0.0016036520411773,0.00482572116755056,0.017054974991479
4.4,-0.00263849795858345,-0.0028144076233943,0.0175460427612157
4.5,0.00160035588337841,-0.0101570309335006,0.018065515346992
4.6,0.0029522928653901,-0.00220912892537227,0.0194836734723931
4.7,0.00239529891921273,0.00632136223058508,0.0198937584807754
4.8,0.00120616177821399,0.00309277928810599,0.0192129424012287
4.9,-0.000281354019519263,0.00324909725755396,0.0175254404585089
5.0,0.00126754089259476,0.00285780738284891,0.0154726563311522
5.1,-0.00106101491861143,0.00139263851750635,0.0136738359686776
5.2,-0.0107154414974149,0.00485529561095202,0.0148695826545436
5.3,0.00562862779993844,-0.000134343987626694,0.0153340149128223
5.4,-0.00615640109254475,-0.00764202422039967,0.0156124785660247
5.5,-0.00561084353197105,-0.00998381370020547,0.0156306753027793
5.6,-0.00681294593758248,-0.01103209936422,0.0147629661321385
5.7,-0.00894973213518585,-0.00881782281092117,0.014614231370412
5.8,-0.00993591949973018,-0.00757654254279363,0.0140699354922463
5.9,-0.00942875901599864,-0.00759959582024105,0.0127327909128501
6.0,-0.00449148327230323,-0.00955249222713439,0.0113986966739858
6.1,-0.00619418502417756,-0.00736380027242449,0.011915182574805
6.2,-0.00757901911101987,-0.00718063005997065,0.012682381897341
6.3,-0.00781450266167029,-0.00687162336972688,0.0125626218853323
6.4,-0.00897115291518733,-0.5.90333121234495,0.0124835855451776

