Timestamp (s),filtered_x,filtered_y,filtered_z
0,0.0247886188985191,-0.0090443091311079,-0.00517412106733575
0.1,0.00821699679753788,0.00219500761917209,-0.00389455242096091
0.2,0.00164709659831072,0.00824128325873895,-0.00206693916945951
0.3,0.000362856171901309,0.0118597021130395,-0.00269070110659866
0.4,0.00877908397000205,0.0117601958860273,-0.00286033642221389
0.5,0.00272397847301298,0.0179854054028742,-0.00367293897832176
0.6,-0.000423373054922683,0.020506070328416,-0.00455803892492893
0.7,-0.00319046869529025,0.0208233332740906,-0.0045661243064434
0.8,-0.00265081801042912,0.0164944407714491,-0.00363293382962399
0.9,-0.00306487678426031,0.0118580607129641,-0.00267369986766789
1,6.37869646491285E-05,0.00767089667693666,-0.00207879816852881
1.1,0.000995675587431978,0.00665048199451869,-0.00220134609079623
1.2,0.000968463700715697,0.00488641005647334,-0.00222327644593824
1.3,-0.000954516193370373,0.00588004596169604,-0.00224210421088444
1.4,-0.00106078237823224,0.00461093950246615,-0.00204579476263949
1.5,-0.00255418542171037,0.00496609156359253,-0.0016072979367614
1.6,-0.00167427991757432,0.003960089702647,-0.00134502006327461
1.7,-0.00166429596273359,0.00282719231596357,-0.00117119596607786
1.8,-0.0017110925802078,0.00198116464385115,-0.00112856726577658
1.9,-0.00309521595819582,0.00336551906709842,-0.000768128171465278
2,-0.00122661762908791,0.00277714850276904,-0.000902038895936494
2.1,-0.00104271124074795,0.00277994985078664,-0.00102391344962964
2.2,0.00128160796520237,0.00189141742234098,-0.00118232038293995
2.3,0.00147950665756451,0.00152595582369815,-0.00114783516342879
2.4,0.000883205927330841,0.00166542576481487,-0.001116073516368
2.5,0.00104031119005312,0.00150293046816837,-0.00116972625730651
2.6,0.00158857812219316,0.00143237847157203,-0.000938363261239155
2.7,0.00135980361441463,0.00128943378604072,-0.000761682343189693
2.8,0.00227381026267684,0.000592036517108845,-0.000747722904221901
2.9,0.00218152228744294,0.0002683514953614,-0.000516219804514279
3,0.00146004876522728,0.000211933400282356,-0.000334795281861349
3.1,0.000474160454354422,0.000535924086505706,-0.000232735136043201
3.2,0.00051275776575545,0.00070756750577023,-0.000303203201338335
3.3,0.000225306310903695,0.000513009648901445,-0.000305112472821284
3.4,0.000521259694963556,0.00118075758819447,-0.000180451873975325
3.5,0.000493907799659899,0.000736939136062282,-0.000339415054642099
3.6,-0.000250966782126551,0.000945847702426099,-0.000399831986594867
3.7,-0.000255799781794937,0.000968475388774087,-0.000281608317990365
3.8,0.000396748335241727,0.000589790114075502,-0.000283871375809175
3.9,0.000291562923545892,-7.75750225045195E-05,-0.000174045632159388
4,0.000136614885112989,-0.000549300855232263,-0.000124207308097325
4.1,-0.000358391154662564,-6.34656594193844E-05,-7.66803824361785E-05
4.2,-0.000648029557727084,-0.000489701785460972,2.11859450003304E-05
4.3,-0.00148918523605411,0.000667617767182062,8.90107927688937E-05
4.4,0.00160414500049552,-0.00174569443515439,0.000229192158881556
4.5,0.00227265280021603,-0.00292258679479397,0.000215408892697132
4.6,0.00235660332190015,-0.00380886760471788,0.000105427070340587
4.7,0.0028652624321575,-0.00377936824381413,0.000261438478027169
4.8,0.0020455833238086,-0.00253645986427487,0.000387870020898615
4.9,0.0021761270647646,-0.00239792816182255,0.000371621760176262
5,0.00250482406698837,-0.00212913570423583,0.000468849872692683
5.1,0.0026657578649339,-0.00198134428599697,0.000407215928924248
5.2,0.00360801444425311,-0.00260386445296697,0.000391349292566819
5.3,0.00303169112549018,-0.00245106438686225,0.00044078344283422
5.4,0.00230577179401114,-0.00187941245222021,0.000467234816146123
5.5,0.00208523764292435,-0.0026225427209705,0.000513722310696754
5.6,0.00267514096656965,-0.00274349028539808,0.00039379561789438
5.7,0.00188529466068268,-0.00170343527912122,0.000480794207815553
5.8,0.00162155727242662,-0.00187849363110614,0.000665353714724197
5.9,0.00154422493968688,-0.00185044304010166,0.000844031247525518
6,0.00131318212596758,-0.00195985551884833,0.000900083988658924
6.1,0.00145518021974542,-0.00239294808499262,0.000954411446393866
6.2,0.0013456020980568,-0.00262284583831756,0.000873923593903388
6.3,0.000882549214166161,-0.00231994587315921,0.000852062202888188
6.4,0.000674170758732167,-0.00223008013203566,0.00084944777100765
6.5,0.00133392609655612,-0.00263811485588452,0.000773595509025767
6.6,0.000923086922514731,-0.00288962100769671,0.000844856679558793
6.7,0.00156396826485508,-0.00376175905164924,0.00077076981789619
6.8,0.0003066178971812,-0.00251634441254183,0.000751836648357583
6.9,-0.000354974746128853,-0.00183141293723486,0.000751015384032902
7,0.000721125229783496,-0.00317993397596954,0.000767634065078758
7.1,0.000977742793391736,-0.00325496771786959,0.0006978453430108
7.2,0.00119381885431534,-0.00363439782475085,0.000680840631653184
7.3,0.00148868211509252,-0.00368386918646901,0.000698081893136578
7.4,0.00154214070459503,-0.00381559675812286,0.000581146125290234
7.5,0.00134609268901947,-0.00372882598174639,0.000632800554377475
7.6,0.00140077184680014,-0.00341468549828387,0.000666749475106681
7.7,0.00142177131090605,-0.00335187475859539,0.000618628035717753
7.8,0.00229620864373289,-0.0033549515984447,0.000539340533271837
7.9,0.00249518488906683,-0.00343781984889319,0.000541779933656387
8,0.00253092168926829,-0.00301179350406351,0.000512617338402751
8.1,0.00196867375736764,-0.00237559985117563,0.000515411032135369
8.2,0.00196487339520653,-0.00254872778239607,0.000580441129520033
8.3,0.00213131750379379,-0.00299649738761314,0.000566698525857261
8.4,0.0015265166256541,-0.00226775382490557,0.00052269324952271
8.5,0.00134624722984534,-0.00195096287048348,0.000509983066941298
8.6,0.00109424721781435,-0.00158054155983883,0.00054303730089303
8.7,0.000832545467300003,-0.00135306699241618,0.000530223432087806
8.8,0.000934304613773894,-0.00130935196041286,0.000592216179541001
8.9,0.000737833858374344,-0.00128139134114887,0.000652922085837272
9,0.000604178837703715,-0.00122450862029975,0.000741879421901862
9.1,0.000838480584971913,-0.0046904086607948,0.000712237088839493
9.2,0.000690630087728032,-0.00441373839911108,0.000770117565221224
9.3,0.000603369624669271,-0.00451763010674338,0.000740469341641224
9.4,0.000718678634674342,-0.00460510576293248,0.000725576909492045
9.5,0.000475332585340335,-0.00449144482105068,0.000654018022135489
9.6,0.000307484343640708,-0.00428073920413413,0.000654656123787258
9.7,0.000297773267824654,-0.00446845525734419,0.000627238136391119
9.8,0.000386334984681592,-0.00470860406551449,0.000628220992586032
9.9,0.000904927080225011,-0.00494427662412918,0.000601456150110518
10,0.00321458484860142,-0.0085550658119619,0.000519634544383056
