time,filtered_x,filtered_y,filtered_z
0.0,0.00780973255423133,-0.00405051859134372,0.000263561148689557
0.1,-0.0070417004114768,-0.00271744215866721,0.00382943678671893
0.2,-0.000969150959435357,-0.00396253784714944,-0.00177778830107796
0.3,-0.0147536498704366,0.00501627394259757,-0.00335073820596388
0.4,-0.0158167625158732,0.0217613520085465,-0.0032621397900719
0.5,-0.0177558032277264,0.0358149185648235,-0.00372838231412092
0.6,-0.0188476366751738,0.0265307986100086,-0.00541481770223764
0.7,0.0105003891384061,0.0126850286219582,-0.00365432570405378
0.8,0.0215539683468674,0.0116189290416614,-0.00145853325263331
0.9,0.0306335136705956,0.00780152940383762,-0.00128491567412869
1.0,0.0320108758683337,0.00284159955978869,-0.00759476640859689
1.1,0.0287410388132686,0.0070105094099072,-0.0135715478313333
1.2,0.0143629416507251,-0.00522972639213669,-0.0217437410713895
1.3,0.025274760808818,0.0187649247305545,-0.0195632759929331
1.4,0.0256538514871708,0.00776969468710573,-0.0114206165715227
1.5,0.0195175450459746,0.00433755239882347,-0.00215207854274223
1.6,0.030939944117238,-0.00843646730324976,0.00710532361821843
1.7,0.0415222137997706,-0.00226940340183283,0.0036938005862295
1.8,0.0429931128360476,0.00483363531570411,0.0037955251721026
1.9,0.0352506529427428,0.000877876794475473,0.00624829119074741
2.0,0.0285447148145112,0.00891315799321784,0.00749789418099537
2.1,0.0217560439003964,0.00365073948082544,0.0087326047257085
2.2,0.0189264346061747,0.00657566353558928,0.0107523037316646
2.3,0.0160596505039093,0.0232103294287173,0.0107157785847666
2.4,0.00987046421764729,0.0243799741683678,0.00812885086902538
2.5,0.00957020508989926,0.0322557318053311,0.00494592350539193
2.6,0.00820608274579132,0.0283768759099252,0.00195515845981338
2.7,0.0104343487427197,0.0178556462693181,-0.00160194441050745
2.8,0.00676147816547527,0.0178200160682954,-0.00172307470646039
2.9,0.00456684243225978,0.00726695503817076,-0.000198019328813553
3.0,-0.00733611388157171,0.00310170663053055,0.00384220981477515
3.1,-0.0081946533681938,0.00114568412166603,0.00574960435789588
3.2,-0.0257840454041069,0.00629812739038682,0.00850932563025927
3.3,0.00389237765939262,0.0167565622957983,0.0082274120347038
3.4,0.0293207710882366,0.014268209833273,0.0136054271805712
3.5,0.0550865667210523,0.0179683401542102,0.0140818031335426
3.6,0.0586332390813568,0.0179367602562514,0.0141436703669586
3.7,0.0685193387807452,0.0158599097500239,0.0125643352557385
3.8,0.0610847207189104,0.0159436303397926,0.00929316726519605
3.9,0.0677500637887595,0.00401699101463125,0.00553929166802294
4.0,0.0704116008112276,0.0101630530156157,0.00466735061707752
4.1,0.0661610201406368,0.0113732216656047,0.00584044660152841
4.2,0.0660549416022353,0.011167626539166,0.00813848512796891
4.3,0.0639016646277159,0.0129972830136696,0.0107968012227281
4.4,0.0611875394406919,0.0119314998279194,0.0123343253717163
4.5,0.0584645669183991,0.0143149202113926,0.0147444597409835

