time,filtered_x,filtered_y,filtered_z
0.0,-0.039367711243016,-0.0409490781351533,-0.0353171930153089
0.1,0.00543035351908808,-0.0464524525170647,0.00460173678673986
0.2,0.0020783062306103,-0.0339709189504368,0.0366383141304449
0.3,0.00867849529193124,-0.0249748721959293,0.0624049881709665
0.4,0.0160349968865165,0.00724665012948794,0.0791140604470649
0.5,0.0220294711643284,0.0149235743630306,0.0796853846230618
0.6,0.0177733949832963,0.0276504809565914,0.079794574596363
0.7,0.0114045201695929,0.0352594278214194,0.0822490176785628
0.8,0.00350127581148233,0.0484733402077937,0.0779460183708485
0.9,-0.00421465048275436,0.0516692079455226,0.0698394657821563
1.0,-0.0176692730903644,0.0498603294624163,0.0596279142586171
1.1,-0.0123704240706131,0.0475532809026003,0.0476525221043998
1.2,-0.0242253236625621,0.0221414310631301,0.0339869356995127
1.3,0.00823308564462902,-0.0126710002077075,0.0230907293327905
1.4,-0.00529026060694538,-0.0133380259522616,0.00901622622756161
1.5,0.00626711517415496,-0.0167899255636685,-0.000715024817675236
1.6,-0.0147581925400511,-0.0078356353530323,0.000932323657857882
1.7,-0.0227115559230151,0.00649409580625712,0.000614641708939798
1.8,-0.0362658110732597,-0.00187390099782645,0.00157088661653527
1.9,-0.033991004443161,-0.0079120873804065,0.00291518825834706
2.0,-0.0334663622089337,-0.00365670290769371,0.0014203306633686
2.1,-0.0388602800678349,-0.00609606854475833,5.98339373430251E-05
2.2,-0.0517608177823576,0.00348805814610821,0.00373908708579061
2.3,-0.0458683733594858,-0.00567213516599364,0.00180524874454802
2.4,-0.0318726958568114,0.0133276500288006,0.000976277272640967
2.5,-0.0257759231967603,0.0187549356971533,-8.17551799702132E-05
2.6,-0.0189983479928298,0.0139335920337117,-0.00118347189086
2.7,-0.0118041152322321,0.005411552379066,0.000939259571761673
2.8,-0.0117128189593984,0.00494663059926776,0.00539841240202939
2.9,-0.0119554726763651,0.00607745228783391,0.0100384613849012
3.0,-0.0120765565917213,0.00780746401170137,0.0117014364092646
3.1,-0.00986031713109939,0.00881428267834984,0.0145644126087023
3.2,-0.00940759411323191,0.00583208418630291,0.0141268147948827
3.3,-0.00985549950185808,0.00635808002093826,0.014362111975491
3.4,-0.00892238734932519,0.00505739735247688,0.0152468382670689
3.5,-0.00785562961986445,0.00299783836473815,0.0162370336073336
3.6,-0.00783424251071337,0.00215591561748087,0.01681516083598
3.7,-0.00752112325409836,-0.000719327428718972,0.0169538275898161
3.8,-0.00553826842357143,-0.00539294136393172,0.16.2573653394492
3.9,-0.00432246062084161,-0.0109275735943429,0.01537131553486
4.0,-0.00286404692162104,-0.0158985839143087,0.0153742984389771
4.1,-0.00278299845156714,-0.0185544355424081,0.0155371739552959
4.2,-0.00267937271985052,-0.0202783716820115,0.0151692756714537
4.3,-0.001169539534962,-0.0203617831702578,0.015279444221257
4.4,0.000526558064320044,-0.0173232643550184,0.0147058639030497
4.5,-0.000167970232415101,-0.0142648451640903,0.0138108914882576
4.6,0.000594684845848267,-0.0110176387054074,0.0125172228254904
4.7,0.00189736954829015,-0.00944691773806816,0.0117034920389065
4.8,0.0010463831586811,-0.00719071758641502,0.0112956228488643
4.9,4.44414392997768E-05,-0.00543510181274319,0.0108117593730655
5.0,-0.000151832866752844,-0.00399430060661002,0.0106848064244503
5.1,-0.000229795150792906,-0.002207011704271,0.0100519315571414
5.2,-0.00115753673922366,-0.00264893037318849,0.00976988885165428
5.3,-0.000997580319094879,-0.00294593123483481,0.00999300043067761
5.4,-0.000673476581318606,-0.00244823761335839,0.00974191606060306
5.5,-0.000674033978642327,-0.0010694492664503,0.009353138441307
5.6,-9.80406698274534E-05,-4.53505117860233E-06,0.0087509597178103
5.7,-8.06654380457301E-06,0.000131926386022035,0.00843270204255651
5.8,-0.00102207475229711,0.000904693831142428,0.00840498314166093
5.9,-0.00196443079090984,0.00266027137961119,0.00800290511832566
6.0,-0.00274069534960224,0.00393185695720887,0.00778882288343757
6.1,-0.0021840484214325,0.00410567259607258,0.00752342106069949
6.2,-0.00257590058889239,0.00621351875428655,0.00719006929724776
6.3,-0.00207313092940089,0.00788280213011454,0.00660379385666203
6.4,-0.00286564644436711,0.00928071181694439,0.00631301786400993

