time,filtered_x,filtered_y,filtered_z
0.0,-0.00284368603968873,-0.00694969113601967,0.00317660534233962
0.1,0.000574218235424132,-0.0113426248228846,0.00484658056711526
0.2,0.00040864524479005,-0.012212286326015,0.00612842602201298
0.3,0.00474307815854154,-0.0131789941698129,0.00600321081486074
0.4,-0.00139972596088002,-0.00812336974054932,0.00676535292499045
0.5,0.00478404184122239,-0.0117154184891675,0.00640386586444204
0.6,0.0158377718217529,-0.0219594454842573,0.00584287239942206
0.7,0.0125692684682242,-0.0254599246767625,0.00581471842446307
0.8,0.010840285628697,-0.0287783590761199,0.00426836880269806
0.9,0.00860627960852749,-0.0223434171140053,0.00461423321980884
1.0,0.0104341763258195,-0.0305500475801493,0.00355003771893317
1.1,0.00860057274305491,-0.0270582461493291,0.0064633399927355
1.2,0.0121962206507493,-0.0231173149460473,0.0174321638703752
1.3,0.00851860970078354,-0.0164659460543343,0.0276090205428845
1.4,0.00894972314920453,-0.0119718067604129,0.0304045494672051
1.5,0.00119125809010577,-0.00690020602290361,0.0295204433686664
1.6,0.00539900722521814,-0.00883017136602551,0.0219513759970581
1.7,0.0112836217881538,-0.0211877321429866,0.0188404616432192
1.8,0.0105771868689762,-0.0285918603009214,0.0220881621946107
1.9,0.0262524250821173,-0.0420246548702239,0.0253365518872045
2.0,0.0349746740864837,-0.0476922716799146,0.0226493515931861
2.1,0.0425702113125508,-0.0346475076719989,0.01800146771233
2.2,0.0482942375933422,-0.0380536326546611,0.0108467060893821
2.3,0.0478320499601018,-0.0476144621085256,0.00873572764390115
2.4,0.0377126755842623,-0.0539970841882615,0.0144079398711206
2.5,0.0289028877596888,-0.0484735516147768,0.016981852742235
2.6,0.0208575375689559,-0.0456454387876445,0.0149041994826211
2.7,0.0171853619975977,-0.0418900693202399,0.0119238180043815
2.8,0.0172955779034405,-0.0395546670240632,0.0139939643664103
2.9,0.0152509162664916,-0.0393381532100865,0.0169841374129422
3.0,0.00652352941786465,-0.0320756980485118,0.019890283020586
3.1,0.0123124061387363,-0.03283198491229,0.0200137078735371
3.2,0.0130283519474541,-0.03337681505521,0.0182653937242
3.3,0.010172958016196,-0.0314935550923465,0.0192414785471039
3.4,0.00817081772521112,-0.0266570298976576,0.0195635189720586
3.5,0.00925816457771118,-0.0230052798549048,0.0171946929911235
3.6,0.0122658985575609,-0.0211047835948834,0.0130633969429764
3.7,0.0107025086440434,-0.0199748758724299,0.00820877645331699

