Timestamp (s),filtered_x,filtered_y,filtered_z
0,0.0321960747234116,0.0652105774635685,-0.0778615071461169
0.1,0.0403272876636415,0.0601992970959837,-0.0577279513521427
0.2,0.0239635028572816,-0.00722342725276253,-0.0107112241354706
0.3,-0.00495137662760112,-0.0505990863699945,-0.0162586611351668
0.4,-0.0225294889889747,-0.0383003744028288,-0.017541421251856
0.5,-0.0243835869092933,-0.0232172233165816,-0.0432241268740928
0.6,-0.0237616507498445,-0.0146338025355534,-0.03914018341567
0.7,-0.0306720713963188,-0.0208161511093325,-0.0406761823319844
0.8,-0.0282029414779955,-0.0183653701839282,-0.0321353756274145
0.9,-0.0474844890673054,-0.012697747494249,-0.0357565883067682
1,-0.0417234965852688,-0.00689369036246272,-0.0570248939968466
1.1,-0.0190520415125999,0.00599863392807124,-0.0530340356695417
1.2,-0.0179789797566994,0.0149649145421323,-0.056761983118518
1.3,-0.00725378973961105,0.0204593652385625,-0.0512983463611916
1.4,-7.53714136339199E-05,0.00647587101897889,-0.0532336276019628
1.5,0.00161237121796739,0.00269202435921527,-0.0518613044818053
1.6,0.00366976250848476,-0.00530176086754223,-0.0661099057978423
1.7,0.00966194098105662,-0.0227589437190575,-0.0814068196759343
1.8,-0.0242227005675033,-0.0219862289161356,-0.0884550833586163
1.9,-0.0434332410266421,-0.0306260276674258,-0.0750063111528143
2,-0.043943898852226,-0.0319521537165512,-0.0727537325794212
2.1,-0.0310502850845532,-0.0245962409163544,-0.0678166306845205
2.2,-0.0288753254009137,-0.0193726097580524,-0.0763834595509756
2.3,-0.03452954373161,-0.0176388829840533,-0.0779447744894733
2.4,-0.0320773414920726,-0.0264281780425492,-0.0654912607058383
2.5,-0.0170562149412912,-0.0244207629820474,-0.057025696596908
2.6,-0.0389623069296448,-0.0408174451099501,-0.0612425901628249
2.7,-0.01927264242245,-0.0322058897119607,-0.0448054702499418
2.8,-0.0652979877362541,-0.0102366602079359,-0.0153165815965012
2.9,-0.0585440997292689,0.00250159784865484,-0.0188116373758869
3,-0.0556779881005999,0.0150318821589437,-0.011566486792078
3.1,-0.0566542572045562,0.0128810777303721,-0.0158340920154291
3.2,-0.0588706915794042,0.00955951959743757,-0.030869106593697
3.3,-0.0299312795225764,0.00908562089753061,-0.0236925922853595
3.4,-0.0327585084818656,-0.0127725142865392,-0.0305717396618867
3.5,-0.0381972462742025,-0.0215807941450379,-0.0248168083043368
3.6,-0.113528499888386,-0.0112846860090392,0.00307867367367925
3.7,-0.0530218311345878,-0.00321459206558374,-0.00190189481679542
3.8,-0.0500217777554295,0.0148494128908764,0.0022511519737884
3.9,-0.0787191661160201,0.0249122992949629,-0.00881987055758325
4,-0.0669177913126337,0.00787005576232466,-0.0101338244407138
4.1,-0.0295235649211629,0.00599801075438543,-0.0128033816879926
4.2,-0.0646778412185878,0.0148114673901088,-0.002055221308831
4.3,-0.079939779853998,0.0117960282930491,-0.00429863140950945
4.4,-0.0525721952160056,0.0245272369304459,0.00306033845908932
4.5,-0.0430600184883836,0.0302090872626343,0.0062361219752283
4.6,-0.0476442623377738,0.0295307822547886,-0.00391512661523732
4.7,-0.0496183984927806,0.0363692913496123,0.00234472600861375
4.8,-0.0417036650594139,0.0349491110226611,0.00102252594160271
4.9,-0.0401562795019796,0.0369360322462972,-0.000684666696310479
5,-0.0384643640250984,0.0361383238198852,-0.00605246883114128
5.1,-0.0376346944849084,0.0329490818043089,-0.00471348894465045
5.2,-0.0355892922239525,0.0295259964949324,-0.00233008630560317
5.3,-0.0340039779859838,0.0257513603516038,0.000592356513778072
5.4,-0.03684108878542,0.0247372952775804,0.00455740630039895
5.5,-0.0352573662459152,0.023737057758329,0.0102453507889067
5.6,-0.0321209065407445,0.0241293850014094,0.0129420931528024
5.7,-0.032843759330011,0.0274319449065483,0.0195488163124035
5.8,-0.0297985698657707,0.0299266805962261,0.0245596285968126
5.9,-0.0257244210774773,0.0317097123656392,0.0291736006530693
6,-0.0238254523253167,0.0337684433850011,0.0368020360064576
6.1,-0.0200595981142865,0.0378620420417003,0.0485465638132065
6.2,-0.0207045868997806,0.0425542678355885,0.0600116751313207
6.3,-0.0232461544191156,0.0493796378826697,0.0688442640971455
6.4,-0.0194588253749402,0.0498248874610798,0.0682126789796591
6.5,-0.0238154048854536,0.0422773991170852,0.0679479730244669
6.6,-0.0231514390442115,0.0404391960091452,0.0714450136592844
6.7,-0.0212147316058021,0.0416476775913264,0.0702168924134325
6.8,-0.0204489280771327,0.0421134065952909,0.0684194366916346
6.9,-0.0183696403193806,0.0447959050418997,0.0647746634553069
7,-0.0150256038533263,0.0457391162728528,0.0625474235026054
